Schema,Field,Original Term,Preferred Target Classes,Preferred Target Domains,Preferred Target Vocabularies,Mapped Term,Concept ID,Concept Code,Term Type,Status,Match Type,Class,Domain,Vocabulary,Manual Map Type,Mapped By,Approved By,Review URL,Notes
Sample Registration,specimen_tissue_source,Abdominal fluid,,,,Abdominal fluid sample,37155821,33511000087108,Synonym,Active,Inexact,Specimen,Specimen,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Amniotic fluid,,,,Amniotic fluid,4297445,77012006,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Arterial blood,,,,Arterial blood,4187930,4635002,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Bile,,,,Bile,4289901,70150004,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Blood derived - bone marrow,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,specimen_tissue_source,Blood derived - peripheral blood,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,specimen_tissue_source,Bone marrow fluid,,,,Bone marrow fluid,4188816,413679007,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Bone marrow derived mononuclear cells,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,specimen_tissue_source,Buccal cell,,,SNOMED,Epithelial cell,4172959,4212006,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 4,,Review,https://www.microscopyu.com/gallery-images/buccal-epithelial-cells
Sample Registration,specimen_tissue_source,Buffy coat,,,,Buffy coat,4122286,258587000,Concept,Active,Exact,Specimen,Specimen,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Cerebrospinal fluid,,,,Cerebrospinal fluid,4278997,65216001,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Cervical mucus,,,,Cervical mucus,4097519,26859008,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Convalescent plasma,,,,Convalescent plasma,37156878,1179779000,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Cord blood,,,,Cord blood,4052756,12499000,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Duodenal fluid,,,,Duodenal fluid,1030100,LP7186-2,Concept,Active,Exact,LOINC System,Observation,LOINC,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Female genital fluid,,,,Female genital fluid,4197276,50473004,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Fetal blood,,,,Fetal blood,40784728,LP62758-5,Concept,Active,Exact,LOINC Component,Observation,LOINC,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Hydrocele fluid,,,,Hydrocele fluid,37110739,725093005,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Male genital fluid,,,,Male genital fluid,4050890,23378005,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Other,,,,Other,9177,74964007,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Pancreatic fluid,,,,Pancreatic fluid,4067914,17387004,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Pericardial effusion,,,,Pericardial effusion,4161701,373945007,Concept,Active,Exact,Disorder,Condition,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Pleural fluid,,,,Pleural fluid,4100638,2778004,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Renal cyst fluid,,,,Renal cyst fluid,37117012,734111007,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Saliva,,,,Saliva,4120374,256897009,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Seminal fluid,,,,Seminal fluid,4289619,6993007,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Serum,,,,Serum,4194767,67922002,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Solid tissue,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,specimen_tissue_source,Sputum,,,,Sputum,4164116,45710003,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Synovial fluid,,,,Synovial fluid,4246175,6085005,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Urine,,,,Urine,4299925,78014005,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Venous blood,,,,Venous blood,4203287,53130003,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Vitreous fluid,,,,Vitreous fluid,1033732,LP7715-8,Concept,Active,Exact,LOINC System,Observation,LOINC,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Whole blood,,,,Whole blood,4170424,420135007,Concept,Active,Exact,Substance,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_tissue_source,Wound,,,,Fluid specimen from wound (specimen),4046837,122566000,Synonym,Active,Inexact,Specimen,Specimen,SNOMED,Manual,Justin Liu 4,,Review,
Sample Registration,tumour_normal_designation,Normal,,,,Normal,4069590,17621005,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Sample Registration,tumour_normal_designation,Tumour,,,,Tumour,4030314,108369006,Synonym,Active,Exact,Morph Abnormality,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_type,Cell line - derived from normal,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,specimen_type,Cell line - derived from primary tumour,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,specimen_type,Cell line - derived from metastatic tumour,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,specimen_type,Cell line - derived from xenograft tumour,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,specimen_type,Metastatic tumour - additional metastatic,,,SNOMED,"Tumour, metastatic",4032806,14799000,Synonym,Active,Inexact,Morph Abnormality,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Sample Registration,specimen_type,Metastatic tumour - metastasis local to lymph node,,,SNOMED,"Tumour, metastatic",4032806,14799000,Synonym,Active,Inexact,Morph Abnormality,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Sample Registration,specimen_type,Metastatic tumour - metastasis to distant location,,,SNOMED,"Tumour, metastatic",4032806,14799000,Synonym,Active,Inexact,Morph Abnormality,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Sample Registration,specimen_type,Metastatic tumour,,,,"Tumour, metastatic",4032806,14799000,Synonym,Active,Inexact,Morph Abnormality,Observation,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_type,Normal - tissue adjacent to primary tumour,,,SNOMED,Normal,4069590,17621005,Concept,Active,Inexact,Qualifier Value,Meas Value,SNOMED,Closest Parent,Justin Liu 4,,Review,
Sample Registration,specimen_type,Normal,,,,Normal,4069590,17621005,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_type,Primary tumour - additional new primary,,,SNOMED,Primary malignant neoplasm,439392,372087000,Concept,Active,Inexact,Disorder,Condition,SNOMED,Closest Parent,Justin Liu 4,,Review,
Sample Registration,specimen_type,Primary tumour - adjacent to normal,,,SNOMED,Primary malignant neoplasm,439392,372087000,Concept,Active,Inexact,Disorder,Condition,SNOMED,Closest Parent,Justin Liu 4,,Review,
Sample Registration,specimen_type,Primary tumour,,,,Primary malignant neoplasm,439392,372087000,Concept,Active,Inexact,Disorder,Condition,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_type,Recurrent tumour,,,,Recurrent tumour,4097297,25173007,Synonym,Active,Exact,Disorder,Condition,SNOMED,,Justin Liu,,Review,
Sample Registration,specimen_type,Tumour - unknown if derived from primary or metastatic tumour,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,specimen_type,Xenograft - derived from primary tumour,,,SNOMED,Xenograft,4195546,67650000,Concept,Active,Inexact,Substance,Device,SNOMED,Closest Parent,Justin Liu 4,,Review,
Sample Registration,specimen_type,Xenograft - derived from metastatic tumour,,,SNOMED,Xenograft,4195546,67650000,Concept,Active,Inexact,Substance,Device,SNOMED,Closest Parent,Justin Liu 4,,Review,
Sample Registration,specimen_type,Xenograft - derived from tumour cell line,,,SNOMED,Xenograft,4195546,67650000,Concept,Active,Inexact,Substance,Device,SNOMED,Closest Parent,Justin Liu 4,,Review,
Sample Registration,sample_type,Amplified DNA,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,sample_type,ctDNA,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,sample_type,Other DNA enrichments,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,sample_type,Other RNA fractions,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,sample_type,polyA+ RNA,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,sample_type,Protein,,,,Protein,40779250,LP15838-3,Concept,Active,Exact,LOINC Component,Observation,LOINC,,Justin Liu,,Review,
Sample Registration,sample_type,rRNA-depleted RNA,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,sample_type,Total DNA,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,sample_type,Total RNA,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,sample_type,Whole cell - DNA,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,sample_type,Whole cell - protein,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,sample_type,Whole cell - RNA,,,SNOMED,,,,,,No Match,,,,,,,Review,
Sample Registration,sample_type,Whole cell (B-cell depleted),,,SNOMED,,,,,,No Match,,,,,,,Review,
Donor,gender,Man,,,,Identifies as male gender,763768,446151000124109,Concept,Active,Inexact,Clinical Finding,Observation,SNOMED,Manual,Justin Liu,,Review,
Donor,gender,Woman,,,,Identifies as female gender,765761,446141000124107,Concept,Active,Exact,Clinical Finding,Observation,SNOMED,Manual,Justin Liu,,Review,
Donor,gender,Non-binary,,,,Nonbinary gender identity,37171288,33791000087105,Synonym,Active,Inexact,Clinical Finding,Observation,SNOMED,Manual,Justin Liu,,Review,
Donor,gender,Other,,,,Other,9177,74964007,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,Manual,Justin Liu,,Review,
Donor,gender,Prefer not to disclose,,,,Prefer not to say,36311156,LA28803-7,Concept,Active,Inexact,Answer,Meas Value,LOINC,Manual,Justin Liu,,Review,
Donor,gender,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,Manual,Justin Liu,,Review,
Donor,sex_at_birth,Male,,,Gender,MALE,8507,M,Concept,Active,Exact,Gender,Gender,Gender,Manual,Justin Liu,,Review,
Donor,sex_at_birth,Female,,,Gender,FEMALE,8532,F,Concept,Active,Exact,Gender,Gender,Gender,Manual,Justin Liu,,Review,
Donor,sex_at_birth,Other,,,Gender,OTHER,8521,O,Concept,Inactive,Exact,Gender,Gender,Gender,Manual,Justin Liu,,Review,
Donor,sex_at_birth,Not available,,,Gender,UNKNOWN,8551,U,Concept,Inactive,Inexact,Gender,Gender,Gender,Manual,Justin Liu,,Review,
Donor,is_deceased,Yes,,,,Yes,4188539,373066001,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Donor,is_deceased,No,,,,No,4188540,373067005,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Donor,date_resolution,month,,,,month,4122392,258706009,Concept,Active,Exact,Qualifier Value,Unit,SNOMED,,Justin Liu,,Review,
Donor,date_resolution,day,,,,day,4121369,258703001,Concept,Active,Exact,Qualifier Value,Unit,SNOMED,,Justin Liu,,Review,
Donor,cause_of_death,Died of cancer,,,SNOMED,Cancer,443392,363346000,Synonym,Active,Inexact,Disorder,Condition,SNOMED,Manual,Justin Liu 3,,Review,
Donor,cause_of_death,Died of other reasons,,,SNOMED,Other,9177,74964007,Concept,Active,Inexact,Qualifier Value,Meas Value,SNOMED,Manual,Justin Liu 3,,Review,
Donor,cause_of_death,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,Manual,Justin Liu,,Review,
Donor,lost_to_followup_reason,Completed study,,,,Participation in research study completed,44810922,871441000000107,Concept,Active,Inexact,Clinical Finding,Observation,SNOMED,Manual,Justin Liu,,Review,
Donor,lost_to_followup_reason,Discharged to palliative care,,,SNOMED,Discharged from follow-up,4077386,275647001,Concept,Active,Inexact,Clinical Finding,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Donor,lost_to_followup_reason,Discharged from follow-up,,,,Discharged from follow-up,4077386,275647001,Concept,Active,Exact,Clinical Finding,Observation,SNOMED,,Justin Liu,,Review,
Donor,lost_to_followup_reason,Lost contact,,,SNOMED,Incomplete lost contact,44791326,276841000000108,Synonym,Active,Inexact,Context-dependent,Observation,SNOMED,,,,Review,
Donor,lost_to_followup_reason,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Donor,lost_to_followup_reason,Withdrew from study,,,SNOMED,Withdrawn from research study,44810920,871401000000109,Concept,Active,Inexact,Clinical Finding,Observation,SNOMED,Manual,Justin Liu 3,,Review,
Specimen,reference_pathology_confirmed_diagnosis,Yes,,,,Yes,4188539,373066001,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,reference_pathology_confirmed_diagnosis,No,,,,No,4188540,373067005,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,reference_pathology_confirmed_diagnosis,Not done,,,,Not done,4301433,385660001,Concept,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Specimen,reference_pathology_confirmed_diagnosis,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Specimen,reference_pathology_confirmed_tumour_presence,Yes,,,,Yes,4188539,373066001,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,reference_pathology_confirmed_tumour_presence,No,,,,No,4188540,373067005,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,reference_pathology_confirmed_tumour_presence,Not done,,,,Not done,4301433,385660001,Concept,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Specimen,reference_pathology_confirmed_tumour_presence,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Specimen,tumour_grading_system,FNCLCC grading system,,,,French Federation of Cancer Centers Sarcoma Group (FNCLCC) grading system,4139510,426757001,Concept,Active,Inexact,Staging / Scales,Measurement,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grading_system,Four-tier grading system,,,SNOMED,,,,,,No Match,,,,,,,Review,
Specimen,tumour_grading_system,Gleason grade group system,,,,Gleason grading for prostatic cancer,4025371,106241006,Synonym,Active,Inexact,Staging / Scales,Measurement,SNOMED,Manual,Justin Liu,,Review,
Specimen,tumour_grading_system,Grading system for GISTs,,,SNOMED,,,,,,No Match,,,,,,,Review,
Specimen,tumour_grading_system,Grading system for GNETs,,,SNOMED,,,,,,No Match,,,,,,,Review,
Specimen,tumour_grading_system,IASLC grading system,,,SNOMED,,,,,,No Match,,,,,,,Review,
Specimen,tumour_grading_system,ISUP grading system,,,,WHO/ISUP (World Health Organization/International Society of Urological Pathology) grading system for renal cell carcinoma,37154145,1260098002,Synonym,Active,Inexact,Staging / Scales,Measurement,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grading_system,Nottingham grading system,,,,Nottingham histologic grading system,40486154,449205006,Concept,Active,Inexact,Staging / Scales,Measurement,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grading_system,Nuclear grading system for DCIS,,,,Nuclear pleomorphism finding,4161055,373371003,Concept,Active,Inexact,Clinical Finding,Condition,SNOMED,Manual,Justin Liu,,Review,
Specimen,tumour_grading_system,Scarff-Bloom-Richardson grading system,,,SNOMED,,,,,,No Match,,,,,,,Review,
Specimen,tumour_grading_system,Three-tier grading system,,,SNOMED,,,,,,No Match,,,,,,,Review,
Specimen,tumour_grading_system,Two-tier grading system,,,SNOMED,,,,,,No Match,,,,,,,Review,
Specimen,tumour_grading_system,WHO grading system for CNS tumours,,,,WHO CNS tumor grading system,4079552,277460003,Concept,Active,Inexact,Staging / Scales,Measurement,SNOMED,Manual,Justin Liu,,Review,
Specimen,tumour_grading_system,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Specimen,tumour_grade,Low grade,,,,Low grade,1620622,LA32394-1,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Specimen,tumour_grade,High grade,,,,High grade,1620793,LA32395-8,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Specimen,tumour_grade,GX,,,,GX,37164072,1228845001,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,G1,,,,G1,37164074,1228848004,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,G2,,,,G2,37164076,1228850007,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,G3,,,,G3,37164077,1228851006,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,G4,,,,G4,37164078,1228852004,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,Low,,,,Low grade histologic differentiation,4161012,399415002,Concept,Active,Inexact,Clinical Finding,Condition,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,High,,,,High grade histologic differentiation,4161667,399611001,Concept,Active,Exact,Clinical Finding,Condition,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,Grade 1,,,,Grade 1,40459832,258351006,Concept,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,Grade 2,,,,Grade 2,40459833,258352004,Concept,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,Grade 3,,,,Grade 3,40459834,258353009,Concept,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,Grade 4,,,,Grade 4,40459835,258354003,Concept,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,Grade I,,,,Grade I,40459832,258351006,Synonym,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,Grade II,,,,Grade II,40459833,258352004,Synonym,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,Grade III,,,,Grade III,40459834,258353009,Synonym,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,Grade IV,,,,Grade IV,40459835,258354003,Synonym,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Specimen,tumour_grade,Grade Group 1,,,,Gleason Grade Group 1,1633550,Gleason-Grade_Group-1,Concept,Active,Inexact,Staging/Grading,Measurement,Cancer Modifier,,Justin Liu,,Review,
Specimen,tumour_grade,Grade Group 2,,,,Gleason Grade Group 2,1633826,Gleason-Grade_Group-2,Concept,Active,Inexact,Staging/Grading,Measurement,Cancer Modifier,,Justin Liu,,Review,
Specimen,tumour_grade,Grade Group 3,,,,Gleason Grade Group 3,1634459,Gleason-Grade_Group-3,Concept,Active,Inexact,Staging/Grading,Measurement,Cancer Modifier,,Justin Liu,,Review,
Specimen,tumour_grade,Grade Group 4,,,,Gleason Grade Group 4,1635079,Gleason-Grade_Group-4,Concept,Active,Inexact,Staging/Grading,Measurement,Cancer Modifier,,Justin Liu,,Review,
Specimen,tumour_grade,Grade Group 5,,,,Gleason Grade Group 5,1635009,Gleason-Grade_Group-5,Concept,Active,Inexact,Staging/Grading,Measurement,Cancer Modifier,,Justin Liu,,Review,
Specimen,tumour_grade,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Specimen,percent_tumour_cells_range,0-19%,,,,,,,,,No Match,,,,,,,Review,
Specimen,percent_tumour_cells_range,20-50%,,,,,,,,,No Match,,,,,,,Review,
Specimen,percent_tumour_cells_range,51-100%,,,,,,,,,No Match,,,,,,,Review,
Specimen,percent_tumour_cells_range,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Specimen,percent_tumour_cells_measurement_method,Genomics,,,,Genomics,44792087,321401000000106,Concept,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Specimen,percent_tumour_cells_measurement_method,Image analysis,,,,Image analysis,4076808,24587005,Concept,Active,Exact,Procedure,Procedure,SNOMED,,Justin Liu,,Review,
Specimen,percent_tumour_cells_measurement_method,Pathology estimate by percent nuclei,,,,,,,,,No Match,,,,,,,Review,
Specimen,percent_tumour_cells_measurement_method,Other,,,,Other,9177,74964007,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,percent_tumour_cells_measurement_method,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Specimen,specimen_storage,Cut slide,,,,,,,,,No Match,,,,,,,Review,
Specimen,specimen_storage,Frozen in -70 freezer,,,,,,,,,No Match,,,,,,,Review,
Specimen,specimen_storage,Frozen in liquid nitrogen,,,,,,,,,No Match,,,,,,,Review,
Specimen,specimen_storage,Frozen in vapour phase,,,,,,,,,No Match,,,,,,,Review,
Specimen,specimen_storage,Not Applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,specimen_storage,OCT embedded,,,,,,,,,No Match,,,,,,,Review,
Specimen,specimen_storage,Other,,,,Other,9177,74964007,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,specimen_storage,Paraffin block,,,,,,,,,No Match,,,,,,,Review,
Specimen,specimen_storage,RNA later frozen,,,,,,,,,No Match,,,,,,,Review,
Specimen,specimen_storage,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Specimen,specimen_processing,Cryopreservation in liquid nitrogen (dead tissue),,,,Cryopreservation,4338536,88094004,Concept,Active,Inexact,Procedure,Procedure,SNOMED,Closest Parent,Justin Liu 4,,Review,
Specimen,specimen_processing,Cryopreservation in dry ice (dead tissue),,,,Cryopreservation,4338536,88094004,Concept,Active,Inexact,Procedure,Procedure,SNOMED,Closest Parent,Justin Liu 4,,Review,
Specimen,specimen_processing,Cryopreservation of live cells in liquid nitrogen,,,,Cryopreservation,4338536,88094004,Concept,Active,Inexact,Procedure,Procedure,SNOMED,Closest Parent,Justin Liu 4,,Review,
Specimen,specimen_processing,Cryopreservation - other,,,,Cryopreservation,4338536,88094004,Concept,Active,Inexact,Procedure,Procedure,SNOMED,Closest Parent,Justin Liu 4,,Review,
Specimen,specimen_processing,Formalin fixed & paraffin embedded,,,,Formalin-fixed paraffin-embedded tissue specimen,40480027,441652008,Concept,Active,Inexact,Specimen,Specimen,SNOMED,,Justin Liu 4,,Review,
Specimen,specimen_processing,Formalin fixed - buffered,,,,Formalin-fixed paraffin-embedded tissue specimen,40480027,441652008,Concept,Active,Inexact,Specimen,Specimen,SNOMED,Closest Parent,Justin Liu 4,,Review,https://pmc.ncbi.nlm.nih.gov/articles/PMC5726294/
Specimen,specimen_processing,Formalin fixed - unbuffered,,,,Formalin-fixed paraffin-embedded tissue specimen,40480027,441652008,Concept,Active,Inexact,Specimen,Specimen,SNOMED,Closest Parent,Justin Liu 4,,Review,https://pmc.ncbi.nlm.nih.gov/articles/PMC5726294/
Specimen,specimen_processing,Fresh,,,,Fresh,4126854,261013005,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,specimen_processing,Other,,,,Other,9177,74964007,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,specimen_processing,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Specimen,specimen_laterality,Left,,,,Left,4300877,7771000,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,specimen_laterality,Not applicable,,,,Not applicable,4294169,385432009,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Specimen,specimen_laterality,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Specimen,specimen_laterality,Right,,,,Right,4080761,24028007,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Primary Diagnosis,primary_site,Accessory sinuses,,,ICDO3,Accessory sinuses,44498165,C31,Concept,Active,Exact,ICDO Topography,Spec Anatomic Site,ICDO3,,Justin Liu,,Review,
Primary Diagnosis,primary_site,Adrenal gland,,,ICDO3,Adrenal gland,44497966,C74,Concept,Active,Exact,ICDO Topography,Spec Anatomic Site,ICDO3,,Justin Liu,,Review,
Primary Diagnosis,primary_site,Anus and anal canal,,,ICDO3,Anus and anal canal,44498134,C21,Concept,Active,Exact,ICDO Topography,Spec Anatomic Site,ICDO3,,Justin Liu,,Review,
Primary Diagnosis,primary_site,Base of tongue,,,ICDO3,Base of tongue,44498023,C01,Concept,Active,Exact,ICDO Topography,Spec Anatomic Site,ICDO3,,Justin Liu 2,,Review,
Primary Diagnosis,primary_site,Bladder,,,ICDO3,Bladder,44497914,C67,Concept,Active,Exact,ICDO Topography,Spec Anatomic Site,ICDO3,,Justin Liu 2,,Review,
Primary Diagnosis,primary_site,"Bones, joints and articular cartilage of limbs",,,ICDO3,"Bones, joints and articular cartilage of limbs",44498201,C40,Concept,Active,Exact,ICDO Topography,Spec Anatomic Site,ICDO3,,Justin Liu,,Review,
Primary Diagnosis,primary_site,"Bones, joints and articular cartilage of other and unspecified sites",,,ICDO3,"Bones, joints and articular cartilage of other and unspecified sites",44498208,C41,Concept,Active,Exact,ICDO Topography,Spec Anatomic Site,ICDO3,,Justin Liu,,Review,
Primary Diagnosis,primary_site,Brain,,,ICDO3,Brain,44497944,C71,Concept,Active,Exact,ICDO Topography,Spec Anatomic Site,ICDO3,,Justin Liu 2,,Review,
